Bar0, 4.7947019867549665
Bar1, 4.821192052980131
Bar2, 4.847682119205297
Bar3, 4.847682119205297
Bar4, 4.847682119205297
Bar5, 4.874172185430463
Bar6, 4.874172185430463
Bar7, 4.874172185430463
Bar8, 4.953642384105961
Bar9, 4.953642384105961
Bar10, 4.953642384105961
Bar11, 5.033112582781457
Bar12, 5.033112582781457
Bar13, 5.086092715231788
Bar14, 5.112582781456954
Bar15, 5.112582781456954
Bar16, 5.139072847682119
Bar17, 5.139072847682119
Bar18, 5.165562913907284
Bar19, 5.165562913907284
Bar20, 5.165562913907284
Bar21, 5.165562913907284
Bar22, 5.165562913907284
Bar23, 5.165562913907284
Bar24, 5.165562913907284
Bar25, 5.218543046357615
Bar26, 5.245033112582782
Bar27, 5.245033112582782
Bar28, 5.298013245033112
Bar29, 5.298013245033112
Bar30, 5.324503311258278
Bar31, 5.324503311258278
Bar32, 5.324503311258278
Bar33, 5.377483443708609
Bar34, 5.403973509933775
Bar35, 5.43046357615894
Bar36, 5.43046357615894
Bar37, 5.43046357615894
Bar38, 5.43046357615894
Bar39, 5.43046357615894
Bar40, 5.483443708609271
Bar41, 5.562913907284767
Bar42, 5.562913907284767
Bar43, 5.562913907284767
Bar44, 5.589403973509933
Bar45, 5.589403973509933
Bar46, 5.642384105960264
Bar47, 5.642384105960264
Bar48, 5.642384105960264
Bar49, 5.66887417218543
Bar50, 5.7218543046357615
Bar51, 5.801324503311259
