Report Year,Overall Rank,Country,Happiness Score,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual
2019,95,Bhutan,5.082,0.813,1.321,0.604,0.457,0.37,0.167,1.35
2019,96,Cameroon,5.044,0.549,0.91,0.331,0.381,0.187,0.037,2.649
2019,97,Bulgaria,5.011,1.092,1.513,0.815,0.311,0.081,0.004,1.195
2019,98,Ghana,4.996,0.611,0.868,0.486,0.381,0.245,0.04,2.365
2019,99,Ivory Coast,4.944,0.569,0.808,0.232,0.352,0.154,0.09,2.739
2019,100,Nepal,4.913,0.446,1.226,0.677,0.439,0.285,0.089,1.751
2019,101,Jordan,4.906,0.837,1.225,0.815,0.383,0.11,0.13,1.406
2019,102,Benin,4.883,0.393,0.437,0.397,0.349,0.175,0.082,3.05
2019,103,Congo (Brazzaville),4.812,0.673,0.799,0.508,0.372,0.105,0.093,2.262
2019,104,Gabon,4.799,1.057,1.183,0.571,0.295,0.043,0.055,1.595
2019,105,Laos,4.796,0.764,1.03,0.551,0.547,0.266,0.164,1.474
2019,106,South Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,1.368
2019,107,Albania,4.719,0.947,0.848,0.874,0.383,0.178,0.027,1.462
2019,108,Venezuela,4.707,0.96,1.427,0.805,0.154,0.064,0.047,1.25
2019,109,Cambodia,4.7,0.574,1.122,0.637,0.609,0.232,0.062,1.464
2019,110,Palestinian Territories,4.696,0.657,1.247,0.672,0.225,0.103,0.066,1.726
2019,111,Senegal,4.681,0.45,1.134,0.571,0.292,0.153,0.072,2.009
2019,112,Somalia,4.668,0,0.698,0.268,0.559,0.243,0.27,2.63
2019,113,Namibia,4.639,0.879,1.313,0.477,0.401,0.07,0.056,1.443
2019,114,Niger,4.628,0.138,0.774,0.366,0.318,0.188,0.102,2.742
2019,115,Burkina Faso,4.587,0.331,1.056,0.38,0.255,0.177,0.113,2.275
2019,116,Armenia,4.559,0.85,1.055,0.815,0.283,0.095,0.064,1.397
2019,117,Iran,4.548,1.1,0.842,0.785,0.305,0.27,0.125,1.121
2019,118,Guinea,4.534,0.38,0.829,0.375,0.332,0.207,0.086,2.325
2019,119,Georgia,4.519,0.886,0.666,0.752,0.346,0.043,0.164,1.662
2019,120,Gambia,4.516,0.308,0.939,0.428,0.382,0.269,0.167,2.023
2019,121,Kenya,4.509,0.512,0.983,0.581,0.431,0.372,0.053,1.577
2019,122,Mauritania,4.49,0.57,1.167,0.489,0.066,0.106,0.088,2.004
2019,123,Mozambique,4.466,0.204,0.986,0.39,0.494,0.197,0.138,2.057
2019,124,Tunisia,4.461,0.921,1,0.815,0.167,0.059,0.055,1.444
2019,125,Bangladesh,4.456,0.562,0.928,0.723,0.527,0.166,0.143,1.407
2019,126,Iraq,4.437,1.043,0.98,0.574,0.241,0.148,0.089,1.362
2019,127,Congo (Kinshasa),4.418,0.094,1.125,0.357,0.269,0.212,0.053,2.308
2019,128,Mali,4.39,0.385,1.105,0.308,0.327,0.153,0.052,2.06
2019,129,Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.252,0.045,2.417
2019,130,Sri Lanka,4.366,0.949,1.265,0.831,0.47,0.244,0.047,0.56
2019,131,Myanmar,4.36,0.71,1.181,0.555,0.525,0.566,0.172,0.651
2019,132,Chad,4.35,0.35,0.766,0.192,0.174,0.198,0.078,2.592
2019,133,Ukraine,4.332,0.82,1.39,0.739,0.178,0.187,0.01,1.008
2019,134,Ethiopia,4.286,0.336,1.033,0.532,0.344,0.209,0.1,1.732
2019,135,Swaziland,4.212,0.811,1.149,0,0.313,0.074,0.135,1.73
2019,136,Uganda,4.189,0.332,1.069,0.443,0.356,0.252,0.06,1.677
2019,137,Egypt,4.166,0.913,1.039,0.644,0.241,0.076,0.067,1.186
2019,138,Zambia,4.107,0.578,1.058,0.426,0.431,0.247,0.087,1.28
2019,139,Togo,4.085,0.275,0.572,0.41,0.293,0.177,0.085,2.273
2019,140,India,4.015,0.755,0.765,0.588,0.498,0.2,0.085,1.124
2019,141,Liberia,3.975,0.073,0.922,0.443,0.37,0.233,0.033,1.901
2019,142,Comoros,3.973,0.274,0.757,0.505,0.142,0.275,0.078,1.942
2019,143,Madagascar,3.933,0.274,0.916,0.555,0.148,0.169,0.041,1.83
2019,144,Lesotho,3.802,0.489,1.169,0.168,0.359,0.107,0.093,1.417
2019,145,Burundi,3.775,0.046,0.447,0.38,0.22,0.176,0.18,2.326
2019,146,Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.151,0.089,1.149
2019,147,Haiti,3.597,0.323,0.688,0.449,0.026,0.419,0.11,1.582
2019,148,Botswana,3.488,1.041,1.145,0.538,0.455,0.025,0.1,0.184
2019,149,Syria,3.462,0.619,0.378,0.44,0.013,0.331,0.141,1.54
2019,150,Malawi,3.41,0.191,0.56,0.495,0.443,0.218,0.089,1.414
2019,151,Yemen,3.38,0.287,1.163,0.463,0.143,0.108,0.077,1.139
2019,152,Rwanda,3.334,0.359,0.711,0.614,0.555,0.217,0.411,0.467
2019,153,Tanzania,3.231,0.476,0.885,0.499,0.417,0.276,0.147,0.531
2019,154,Afghanistan,3.203,0.35,0.517,0.361,0,0.158,0.025,1.792
2019,155,Central African Republic,3.083,0.026,0,0.105,0.225,0.235,0.035,2.457
2019,156,South Sudan,2.853,0.306,0.575,0.295,0.01,0.202,0.091,1.374
2020,1,Finland,7.808700085,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026
2020,2,Denmark,7.645599842,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688
2020,3,Switzerland,7.559899807,1.39077425,1.472403407,1.040533185,0.62895447,0.269055754,0.407945901,2.35026741
2020,4,Iceland,7.504499912,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114
2020,5,Norway,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296
2020,6,Netherlands,7.448900223,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062
2020,7,Sweden,7.353499889,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267
2020,8,New Zealand,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,2.128108025
2020,9,Austria,7.294199944,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083
2020,10,Luxembourg,7.237500191,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352
2020,11,Canada,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,2.195269108
2020,12,Australia,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2.129804134
2020,13,United Kingdom,7.164500237,1.273061037,1.457844973,0.97570008,0.525168657,0.373433441,0.322601646,2.236721992
2020,14,Israel,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402
2020,15,Costa Rica,7.121399879,0.981107712,1.374853611,0.939635336,0.645017743,0.131266311,0.096362092,2.953135014
2020,16,Ireland,7.093699932,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174
2020,17,Germany,7.075799942,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462
2020,18,United States,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,2.344124794
2020,19,Czech Republic,6.910900116,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2.796808243
2020,20,Belgium,6.863500118,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614
2020,21,United Arab Emirates,6.790800095,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961
2020,22,Malta,6.772799969,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062
2020,23,France,6.663799763,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338
2020,24,Mexico,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197
2020,25,Taiwan Province of China,6.45539999,1.327470541,1.357760668,0.878437996,0.449404389,0.150598705,0.131516352,2.160238743
2020,26,Uruguay,6.440100193,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382
2020,27,Saudi Arabia,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801
2020,28,Spain,6.400899887,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432
2020,29,Guatemala,6.398900032,0.753815711,1.174267054,0.705952585,0.613146722,0.170611665,0.0983603,2.882723093
2020,30,Italy,6.38740015,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997
2020,31,Singapore,6.377099991,1.519580126,1.39545691,1.137814283,0.635317206,0.218770906,0.533162236,0.937031746
2020,32,Brazil,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2.571860313
2020,33,Slovenia,6.363399982,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,1.888586521
2020,34,El Salvador,6.34829998,0.748940408,1.149397612,0.752730012,0.524043918,0.1189363,0.117030352,2.937191725
2020,35,Kosovo,6.325200081,0.840481341,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2.736902714
2020,36,Panama,6.304800034,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147
2020,37,Slovakia,6.280600071,1.194837689,1.424331188,0.853465259,0.423542529,0.116729774,0.011291441,2.256422043
2020,38,Uzbekistan,6.257599831,0.696652949,1.434020042,0.716703713,0.693270326,0.363311023,0.280260265,2.073346615
2020,39,Chile,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,2.283012867
2020,40,Bahrain,6.227300167,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362
2020,41,Lithuania,6.215499878,1.193559647,1.432865739,0.795421183,0.42046079,0.053691041,0.081350274,2.238146067
2020,42,Trinidad and Tobago,6.191899776,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763
2020,43,Poland,6.186299801,1.16922915,1.310399771,0.868038476,0.557903528,0.063374244,0.160541251,2.056797981
2020,44,Colombia,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,2.421656609
2020,45,Cyprus,6.15899992,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805
2020,46,Nicaragua,6.13710022,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114
2020,47,Romania,6.123700142,1.120401621,1.1944381,0.79229486,0.534852326,0.068181619,0.000829569,2.412749767
2020,48,Kuwait,6.102099895,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999
2020,49,Mauritius,6.101299763,1.07366395,1.395666838,0.763389409,0.590838134,0.186894551,0.084088229,2.006720543
2020,50,Kazakhstan,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,2.021602631
2020,51,Estonia,6.021800041,1.192441225,1.453232527,0.842615008,0.576664805,0.125136748,0.201766819,1.629928112
2020,52,Philippines,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,2.501741886
2020,53,Hungary,6.000400066,1.164307117,1.423009396,0.806793869,0.386401802,0.070491239,0.027548173,2.121845722
2020,54,Thailand,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,1.832384109
2020,55,Argentina,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,2.072540998
2020,56,Honduras,5.953199863,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2.464295387
2020,57,Latvia,5.949999809,1.14139545,1.414398789,0.777902424,0.329198807,0.075407945,0.090391524,2.121283054
2020,58,Ecuador,5.925199986,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2.254933834
2020,59,Portugal,5.910900116,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708
2020,60,Jamaica,5.889800072,0.779058397,1.408289194,0.788434088,0.553124607,0.116268493,0.030147785,2.214436531
2020,61,South Korea,5.872399807,1.245300651,1.133560538,1.022542596,0.25935635,0.170303866,0.094596282,1.946757078
2020,62,Japan,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,1.486200333
2020,63,Peru,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546
2020,64,Serbia,5.77820015,0.988181829,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2.029040098
2020,65,Bolivia,5.747499943,0.730976343,1.142350554,0.662445664,0.5744645,0.138375074,0.072942637,2.425928593
2020,66,Pakistan,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,2.976876736
2020,67,Paraguay,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528
2020,68,Dominican Republic,5.689199924,0.983191848,1.328888893,0.741901696,0.5628739,0.112196781,0.115945682,1.844246864
2020,69,Bosnia and Herzegovina,5.674099922,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2.16724205
2020,70,Moldova,5.607500076,0.707916796,1.237312198,0.713299453,0.389571488,0.174049184,0.014378744,2.370968342
2020,71,Tajikistan,5.555699825,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2.25650835
2020,72,Montenegro,5.54610014,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.098435111,1.880565882
2020,73,Russia,5.546000004,1.126999617,1.378644109,0.68044591,0.399499595,0.099041916,0.045699362,1.815716743
2020,74,Kyrgyzstan,5.541500092,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2.060206652
2020,75,Belarus,5.539899826,1.018854499,1.38713932,0.75258857,0.290755868,0.08993306,0.193607435,1.8069911
2020,76,North Cyprus,5.53550005,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766
2020,77,Greece,5.514999866,1.128070116,1.168973565,0.979431748,0.173516348,0,0.048844352,2.016179085
2020,78,Hong Kong S.A.R. of China,5.510399818,1.376746058,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,0.673293114
2020,79,Croatia,5.504700184,1.109024286,1.311264873,0.900575578,0.381456882,0.113998979,0.012325006,1.676029205
2020,80,Libya,5.488800049,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156
2020,81,Mongolia,5.456200123,0.904872775,1.458930612,0.615788162,0.355703115,0.263885736,0.046533126,1.810527563
2020,82,Malaysia,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,1.319420815
2020,83,Vietnam,5.353499889,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,1.685977936
2020,84,Indonesia,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,1.479573488
2020,85,Ivory Coast,5.233300209,0.537094414,0.799727261,0.154942513,0.397122532,0.169915587,0.093495794,3.081022501
2020,86,Benin,5.21600008,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,3.440809727
2020,87,Maldives,5.197599888,0.937864304,1.402287602,0.914439559,0.548203647,0.224198252,0.071906492,1.098674774
2020,88,Congo (Brazzaville),5.194399834,0.633616745,0.757636011,0.458101124,0.386514395,0.117216013,0.118670784,2.722619534
2020,89,Azerbaijan,5.164800167,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.247307181,1.507632971
2020,90,Macedonia,5.159800053,0.935371995,1.183173537,0.802994132,0.410224587,0.18586354,0.024595059,1.617594957
2020,91,Ghana,5.147999763,0.575862467,0.96636796,0.432162255,0.477290064,0.261291206,0.056570381,2.378437281
2020,92,Nepal,5.137199879,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2.014386892
2020,93,Turkey,5.131800175,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713
2020,94,China,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,1.336181879
2020,95,Turkmenistan,5.119100094,1.008963585,1.510476947,0.612448037,0.515236676,0.323129326,0.03350389,1.115337372
2020,96,Bulgaria,5.101500034,1.046554685,1.460578918,0.777776897,0.417820066,0.103833713,0,1.294961452
2020,97,Morocco,5.094799995,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472
2020,98,Cameroon,5.084899902,0.503958046,0.89972645,0.270189553,0.439242482,0.198020101,0.054393422,2.719370842
2020,99,Venezuela,5.053199768,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086
2020,100,Algeria,5.005099773,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729
2020,101,Senegal,4.980800152,0.504061818,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2.405123949
2020,102,Guinea,4.949299812,0.390007734,0.75136596,0.333655238,0.371878058,0.249490842,0.112204559,2.740729809
2020,103,Niger,4.909599781,0.108330332,0.703800142,0.298816353,0.435311615,0.208176896,0.137554765,3.017630577
2020,104,Laos,4.888599873,0.714693844,0.987391889,0.486378282,0.612027287,0.27266711,0.194273964,1.621152639
2020,105,Albania,4.882699966,0.906653047,0.830483913,0.846329629,0.461945891,0.171027765,0.025361285,1.640897036
2020,106,Cambodia,4.848400116,0.544634938,1.071426034,0.587904334,0.674940348,0.233342081,0.072837502,1.663300037
2020,107,Bangladesh,4.832799911,0.556156278,0.868800581,0.694940507,0.604130566,0.176745117,0.176735908,1.755261898
2020,108,Gabon,4.829299927,0.988044381,1.10639751,0.522574842,0.369459897,0.052013602,0.055804539,1.735027552
2020,109,South Africa,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,1.625117302
2020,110,Iraq,4.784800053,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662
2020,111,Lebanon,4.771500111,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225
2020,112,Burkina Faso,4.768700123,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418
2020,113,Gambia,4.750599861,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2.270216465
2020,114,Mali,4.729300022,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232
2020,115,Nigeria,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487
2020,116,Armenia,4.676799774,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583
2020,117,Georgia,4.672599792,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831
2020,118,Iran,4.672399998,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423
2020,119,Jordan,4.633399963,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053
2020,120,Mozambique,4.623600006,0.178741366,0.955202878,0.324223638,0.56077534,0.220422104,0.163064316,2.221216202
2020,121,Kenya,4.583000183,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575
2020,122,Namibia,4.571100235,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161
2020,123,Ukraine,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334
2020,124,Liberia,4.557899952,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,2.386757851
2020,125,Palestinian Territories,4.552800179,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,1.693985701
2020,126,Uganda,4.43200016,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093
2020,127,Chad,4.422699928,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651
2020,128,Tunisia,4.392199993,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742
2020,129,Mauritania,4.374599934,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739
2020,130,Sri Lanka,4.327000141,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548
2020,131,Congo (Kinshasa),4.31099987,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,0.081466645,2.437864304
2020,132,Swaziland,4.308100224,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.146765873,1.686207294
2020,133,Myanmar,4.308000088,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526
2020,134,Comoros,4.288599968,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2.17276907
2020,135,Togo,4.187200069,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251
2020,136,Ethiopia,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215
2020,137,Madagascar,4.165599823,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418
2020,138,Egypt,4.151400089,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245
2020,139,Sierra Leone,3.926399946,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2.046271801
2020,140,Burundi,3.775300026,0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2.401507378
2020,141,Zambia,3.759399891,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333
2020,142,Haiti,3.720799923,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916
2020,143,Lesotho,3.652800083,0.45493874,1.088940024,0.100934811,0.409367532,0.102627642,0.050483823,1.445513964
2020,144,India,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859
2020,145,Malawi,3.538000107,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,1.552718282
2020,146,Yemen,3.527400017,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721
2020,147,Botswana,3.478899956,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534
2020,148,Tanzania,3.476200104,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385
2020,149,Central African Republic,3.475899935,0.041072082,0,0,0.292814463,0.253513217,0.028264718,2.860197544
2020,150,Rwanda,3.312299967,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986
2020,151,Zimbabwe,3.299200058,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075
2020,152,South Sudan,2.816600084,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,1.378751278
2020,153,Afghanistan,2.566900015,0.30070585,0.356433839,0.266051531,0,0.135234714,0.001225785,1.507235646
